userid,nodeid,group,label,date_start,date_end,formatted,latitude,longitude,placeid,street_address,route,intersection,political,country,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,administrative_area_level_5,colloquial_area,locality,ward,sublocality,neighborhood,premise,subpremise,postal_code,natural_feature,airport,park,point_of_interest,floor,establishment,parking,post_box,postal_town,room,street_number,bus_station,train_station,transit_station,last_updated,last_retrieved
95199673-f35b-498c-9975-e3861f4b2038,cc50c7b2-2521-464c-a37b-c29631ac118b,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/22/2016 11:55,10/24/2016
95844936-77b3-41de-99d6-93eafd799de4,fe49fbdd-9150-469e-84eb-84bf1a053d9f,organization,GTLOGIC HEAD OFFICE ANTELIAS LEBANON,3/1/2016,,"Antelias-Bikfaya main street, Antelias, Lebanon",33.9148254,35.6009789,ChIJUZ1xrGc-HxUR3I0LVaWsCiM,,,,,Lebanon,,,,,,,Antelias,,,,,,,,,,,,,,,,,,,,,6/16/2016 8:42,10/24/2016
95844936-77b3-41de-99d6-93eafd799de4,28ceff77-30d2-4c95-9b41-a13da6039b30,organization,LEBTIVITY ANTELIAS LEBANON,6/1/2009,,"Antelias-Bikfaya main street, Antelias, Lebanon",33.9147987,35.600975,ChIJW8h9rGc-HxUREYTPUYNjUk8,,,,,Lebanon,,,,,,,Antelias,,,,,,,,,,,,,,,,,,,,,6/16/2016 8:42,10/24/2016
95844936-77b3-41de-99d6-93eafd799de4,0e1155b7-d4bc-4968-b634-01b224beb5ce,organization,GTLOGIC HEAD OFFICE ANTELIAS LEBANON,6/1/2009,,"Antelias-Bikfaya main street, Antelias, Lebanon",33.9148254,35.6009789,ChIJUZ1xrGc-HxUR3I0LVaWsCiM,,,,,Lebanon,,,,,,,Antelias,,,,,,,,,,,,,,,,,,,,,6/16/2016 8:42,10/24/2016
959555e6-6c94-4403-adf4-8d7faefe7e70,8af2efdf-c615-4398-b0a3-c72dfe9d6383,event,MLIMANI CITY CONFERENCE HALL DAR ES SALAAM TANZANIA,5/1/2016,5/1/2016,"University of Dar ES Salaam Mlimani, Dar es Salaam, Tanzania",-6.775075,39.2188759,ChIJoZoKA5NOXBgRZGNFmip33S0,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,University of Dar ES Salaam Mlimani,,,,,,,,,,,,,,,,,,8/15/2016 8:56,10/24/2016
959555e6-6c94-4403-adf4-8d7faefe7e70,e2a76806-1e8f-4155-8528-b9dec56686a4,organization,KIJITONYAMA MABATINI DAR ES SALAAM TANZANIA,1/1/2016,,"Kijitonyama, Dar es Salaam, Tanzania",-6.77911,39.2373123,ChIJcxvr_J9OXBgRTpBc0Uo6KtM,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/15/2016 8:56,10/24/2016
959555e6-6c94-4403-adf4-8d7faefe7e70,b4a88b43-3b15-40eb-83c3-8da0401ba8c0,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/15/2016 8:56,10/24/2016
960969d4-95c1-47a5-853b-208cc0a63526,71ee44fb-22f0-4ad1-9b27-fe5d6b2b685f,person,"BRUMMANA, MOUNT LEBANON, LEBANON",,,"Brummana, Lebanon",33.885273,35.6386871,ChIJu7oqYRg8HxURjptat57yhgQ,,,,,Lebanon,Mount Lebanon,Matn,Brummana,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2016 8:46,10/24/2016
96f7891b-7c5d-4774-86a3-6465b2a64247,f610181e-05d6-42b6-bc98-fccd37cc1653,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
96f7891b-7c5d-4774-86a3-6465b2a64247,f4d0be86-1345-4ec5-aaaf-eade088d463c,location,JISR EL BACHA MOUNT LEBANON LEBANON,,,"Jisr El Bacha, Lebanon",33.8648033,35.540966,ChIJxwUkIbkXHxURmoNE76Ba3iQ,,,,,Lebanon,Mount Lebanon,El Metn,Mkalless,,,,Jisr El Bacha,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
981910b6-b804-4a77-a87d-6d88d126bc0d,ff471e7a-d53e-48ac-ba63-43992463d494,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,9/2/2016 13:19,10/24/2016
981910b6-b804-4a77-a87d-6d88d126bc0d,5b213f12-824f-4ade-ba3f-1b430ced1bfd,organization,KIJITONYAMA DAR ES SALAAM TANZANIA,7/1/2015,,"Kijitonyama, Dar es Salaam, Tanzania",-6.7776451,39.234951,ChIJ3X6Pjh9MXBgR4rLej3Lrlbk,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,9/2/2016 13:19,10/24/2016
9b91968d-e650-4e65-b9e0-e83f434f1eab,57e6d6f7-80d9-4ec9-96f6-649e6287b551,person,"SIN EL FIL, MOUNT LEBANON, LEBANON",,,"Sin El Fil, Lebanon",33.8728943,35.5356865,ChIJ760ntrMXHxURevuxivgB8y0,,,,,Lebanon,Mount Lebanon,El Metn,Sin El Fil,,,,,,,,,,,,,,,,,,,,,,,,,5/31/2016 9:07,10/24/2016
9b91968d-e650-4e65-b9e0-e83f434f1eab,8e885c83-3b78-42da-a4d5-5e5316b377ac,location,BIEL CENTER BEIRUT INTERNATIONAL EXHIBITION AND LEISURE CENTER BEIRUT LEBANON,,,"BCD Colony, Beirut, Lebanon",33.9055786,35.5095291,ChIJqVuTvu0WHxURxMF4l38QbYg,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/31/2016 9:07,10/24/2016
9cc28af0-43f8-4e7e-82f1-ff841da0f140,0433b251-368f-443b-8b59-1c155519e65f,event,"BEIRUT, LEBANON",3/1/2015,3/1/2015,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
9cc28af0-43f8-4e7e-82f1-ff841da0f140,af294d1d-784d-4c46-9046-7e6ce8d926f3,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
9dd7b3cf-5cf8-4a5a-9c17-831cd6e0f83b,21831a2d-b39c-4d3b-9dc1-d60202ad2a9a,location,HAZMIYEH MOUNT LEBANON LEBANON,,,"Hazmiyeh, Lebanon",33.8553391,35.5358849,ChIJsY4FKZEXHxURDIkFFznrgDU,,,,,Lebanon,Mount Lebanon,Baabda,Baabda,,,,Hazmiyeh,,,,,,,,,,,,,,,,,,,,,6/14/2016 10:03,10/24/2016
9dd7b3cf-5cf8-4a5a-9c17-831cd6e0f83b,aee06edd-934d-40d7-a25d-a956bdb1c6ea,location,FORUM DE BEIRUT EXPO JISR BEIRUT LEBANON,,,"Jisr, Lebanon",33.898304,35.5353928,ChIJp5Sx3kIWHxURhh7-2pXUQd8,,,,,Lebanon,Beirut,Beirut,Jisr,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2016 10:03,10/24/2016
9deeddc8-c6b3-4d89-90a2-4e85b92cdf4a,1fa65e2e-8a6a-459c-aa12-59400ce43358,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/4/2016 13:54,10/24/2016
9ecf1353-0887-43f4-a657-ac250285503e,d9157348-28aa-4285-8328-382c069717a3,person,"IRINGA, IRINGA REGION, TANZANIA",,,"Iringa, Tanzania",-7.7680588,35.6860733,ChIJsS4bwSsWVBgRL1AhxHgzfSg,,,,,Tanzania,Iringa Region,Iringa,,,,,Iringa,,,,,,,,,,,,,,,,,,,,,8/31/2016 8:55,10/24/2016
9f3a679b-1cc6-4777-8d22-0bac96eb5f5e,2c115e59-7f5c-497b-84b0-e08712b4aac9,organization,DEKWANEH MOUNT LEBANON LEBANON,5/1/2014,,"Dekwaneh, Lebanon",33.8793869,35.5437202,ChIJpYsqg0oWHxURju7gIgVyRYk,,,,,Lebanon,Mount Lebanon,Matn,,,,,Dekwaneh,,,,,,,,,,,,,,,,,,,,,7/14/2016 13:03,10/24/2016
9f3a679b-1cc6-4777-8d22-0bac96eb5f5e,5ada80b9-6174-4132-ba84-37ec0568d205,location,ECOLE SUPERIEURE DES AFFAIRES BEIRUT LEBANON,,,"Beirut, Lebanon",33.898632,35.4892311,ChIJRTO3eNcWHxURYmPcAtHLyo4,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/14/2016 13:03,10/24/2016
a04ebd0a-36cd-408c-80b7-be9742b73c58,b77de6f4-cd8a-4cf5-9d9b-8670ce712355,organization,BEIRUT LEBANON,9/1/2008,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/8/2016 13:03,10/24/2016
a04ebd0a-36cd-408c-80b7-be9742b73c58,9095164a-b465-4ad8-85ee-04d484d21909,organization,BEIRUT LEBANON,9/1/2012,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/8/2016 13:03,10/24/2016
a04ebd0a-36cd-408c-80b7-be9742b73c58,b7990ba7-ea47-45eb-95ec-c2d5551b1a74,organization,PARIS FRANCE,6/1/2016,,"Paris, France",48.8566132,2.352222,ChIJD7fiBh9u5kcRYJSMaMOCCwQ,,,,,France,Île-de-France,Paris,,,,,Paris,,,,,,,,,,,,,,,,,,,,,7/8/2016 13:03,10/24/2016
a0884964-c996-4c58-8335-d21acaf73580,37edacf5-6003-4e8c-968d-aa46a8d22c94,location,HARVARD UNIVERSITY CAMBRIDGE MA UNITED STATES,,,"Cambridge, MA 02138, USA",42.3770027,-71.1166611,ChIJmQF_fUJ344kR8Cck7lzGN1k,,,,,United States,Massachusetts,Middlesex County,,,,,Cambridge,,,Agassiz,,,2138,,,,,,,,,,,,,,,9/7/2016 10:48,10/24/2016
a0884964-c996-4c58-8335-d21acaf73580,c933e96d-02a4-401f-b815-6371f36a1ba1,person,"TORONTO, ON, CANADA",,,"Toronto, ON, Canada",43.6532249,-79.3831863,ChIJpTvG15DL1IkRd8S0KlBVNTI,,,,,Canada,Ontario,Toronto Division,,,,,Toronto,,,,,,,,,,,,,,,,,,,,,9/7/2016 10:48,10/24/2016
a0884964-c996-4c58-8335-d21acaf73580,93337eb5-46a3-457c-a53f-4e2d9407ca1e,organization,TORONTO ON CANADA,10/1/2012,,"Toronto, ON, Canada",43.6532249,-79.3831863,ChIJpTvG15DL1IkRd8S0KlBVNTI,,,,,Canada,Ontario,Toronto Division,,,,,Toronto,,,,,,,,,,,,,,,,,,,,,9/7/2016 10:48,10/24/2016
a30dd7de-dec2-482b-bfd4-6a9c43203bb6,e4b07034-725d-4f68-848f-228e57124943,location,ST JAMES THEATRE PALACE STREET LONDON UNITED KINGDOM,,,"12 Palace St, Westminster, London SW1E 5JA, UK",51.4988823,-0.142272,ChIJIW7griAFdkgRBvfSOUhCfdY,,Palace Street,,,United Kingdom,England,Greater London,,,,,London,,,Westminster,,,SW1E 5JA,,,,,,,,,London,,12,,,,9/7/2016 14:04,10/24/2016
a30dd7de-dec2-482b-bfd4-6a9c43203bb6,295eff7c-dd9e-474f-832b-5040527f527b,person,"ARUSHA, ARUSHA REGION, TANZANIA",,,"Arusha, Tanzania",-3.3869255,36.682991,ChIJg3M48ogcNxgRUnFJ7PcHGbw,,,,,Tanzania,Arusha Region,Arusha,,,,,Arusha,,,,,,,,,,,,,,,,,,,,,9/7/2016 14:04,10/24/2016
a30dd7de-dec2-482b-bfd4-6a9c43203bb6,81c066f6-cea0-4cd5-ae60-c5b620aca022,organization,NJIRO ROAD ARUSHA ARUSHA REGION TANZANIA,6/1/2014,,"Njiro Rd, Arusha, Tanzania",-3.3934174,36.7045975,ChIJ_xVAglEbNxgR5hcIF6N7AKw,,Njiro Road,,,Tanzania,Arusha Region,Arusha,,,,,Arusha,,,,,,,,,,,,,,,,,,,,,9/7/2016 14:04,10/24/2016
a356bd62-d95b-4102-a0ec-69d5af5b7bfc,aab112b8-b60d-4847-bab8-a7bd9e9b48cf,location,DUBLIN IRELAND,,,"Dublin, Ireland",53.3498039,-6.2603097,ChIJL6wn6oAOZ0gRoHExl6nHAAo,,,,,Ireland,Dublin,Dublin City,,,,,Dublin,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
a356bd62-d95b-4102-a0ec-69d5af5b7bfc,d309db18-2650-479a-a2ae-2b5e81c6e2d0,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
a3c4be9d-83b0-4f7d-a784-caa311bc7138,5d2c1e63-7a75-421b-8eeb-0997d4b2c076,organization,BEIRUT LEBANON,1/1/2015,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
a4b929d5-d6d1-455a-bed9-44a50c8b2094,3cc34232-f82f-49fd-b9af-0db424ef8e61,organization,DAR ES SALAAM TANZANIA,4/1/2016,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/16/2016 12:54,10/24/2016
a4b929d5-d6d1-455a-bed9-44a50c8b2094,bb39a9fb-1c2d-47c6-8b24-e0ac6394dbb4,event,DAR ES SALAAM TANZANIA,9/1/2015,9/1/2015,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/16/2016 12:54,10/24/2016
a4b929d5-d6d1-455a-bed9-44a50c8b2094,eb8d523c-b97b-469d-9bb2-a8bf13879a6a,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/16/2016 12:54,10/24/2016
a62e32d4-948a-497a-8431-736cd0a8d81e,e740034f-0584-43b5-8385-2de08658b3fc,organization,KIJITONYAMA DAR ES SALAAM TANZANIA,1/1/2016,,"Kijitonyama, Dar es Salaam, Tanzania",-6.7776451,39.234951,ChIJ3X6Pjh9MXBgR4rLej3Lrlbk,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/3/2016 11:44,10/24/2016
a62e32d4-948a-497a-8431-736cd0a8d81e,7cf7f3b6-2d3a-4c3d-993e-f60aad3d9c9a,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/3/2016 11:44,10/24/2016
a62e32d4-948a-497a-8431-736cd0a8d81e,4ee90c29-63ab-44cd-af9a-30c3a44b6cd0,event,DAR ES SALAAM TANZANIA,5/1/2016,5/1/2016,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/3/2016 11:44,10/24/2016
a747f7ed-0a66-44bd-85a2-3dc11cb2eb57,a1382c95-dd79-44b4-a2f4-f4ff4b377c5d,location,FORUM DE BEIRUT EXPO BEIRUT LEBANON,,,"Jisr, Bayrut, Lebanon",33.898304,35.5353928,ChIJp5Sx3kIWHxURhh7-2pXUQd8,,,,,Lebanon,Beirut,Beirut,Jisr,,,,Bayrut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
a747f7ed-0a66-44bd-85a2-3dc11cb2eb57,a6b259b8-4773-41dc-81d2-2ab71b78a5e0,organization,"LONDON, UNITED KINGDOM",7/1/2014,,"London, UK",51.5073509,-0.1277583,ChIJdd4hrwug2EcRmSrV3Vo6llI,,,,,United Kingdom,England,Greater London,,,,,London,,,,,,,,,,,,,,,London,,,,,,5/24/2016 18:06,10/24/2016
a747f7ed-0a66-44bd-85a2-3dc11cb2eb57,ad896726-9239-40d0-a561-ce7813b6b860,location,SOHO LONDON UNITED KINGDOM,,,"Soho, London, UK",51.5136147,-0.1365486,ChIJbd_nndQEdkgR-kQfHGDXpVA,,,,,United Kingdom,England,Greater London,City of Westminster,,,,London,,,,,,,,,,,,,,,London,,,,,,5/24/2016 18:06,10/24/2016
a747f7ed-0a66-44bd-85a2-3dc11cb2eb57,e8a589cf-d6d9-416e-91f4-6d547c142d89,location,SOHO LONDON UNITED KINGDOM,,,"Soho, London, UK",51.5136147,-0.1365486,ChIJbd_nndQEdkgR-kQfHGDXpVA,,,,,United Kingdom,England,Greater London,City of Westminster,,,,London,,,,,,,,,,,,,,,London,,,,,,5/24/2016 18:06,10/24/2016
a84e76b0-6fff-40dc-a560-5379041ed33a,755084d9-40f3-4273-a3ea-aa1aff9f83ad,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/26/2016 12:06,10/24/2016
a965a09f-2920-4ff6-aa7a-40075ecde0c3,5dd42f79-cd9b-4049-abe1-541be162cc94,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/29/2016 10:38,10/24/2016
a965a09f-2920-4ff6-aa7a-40075ecde0c3,dc5e6a72-d7f3-4add-9a1d-d4996341e492,location,SURSOK MUSEUM BEIRUT LEBANON,,,"Greek Orthodox Archbishopric Street, Ashrafieh,, Bayrut, Lebanon",33.8931046,35.5163612,ChIJgb6Z3vsWHxURC-JY-pMiqCs,,,,,Lebanon,Beirut,Beirut,,,,,Bayrut,,,,,,,,,,,,,,,,,,,,,7/29/2016 10:38,10/24/2016
a9698748-5bcf-49f9-ad77-112a2df500ed,eac43093-34e0-4abf-99bc-7f50d11a2c58,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/6/2016 8:14,10/24/2016
ab53fbbf-fec5-4565-a044-4c54107b3521,8ea997db-0dcf-45d6-8598-74774af54fd9,organization,KIJITONYAMA DAR ES SALAAM TANZANIA,12/1/2014,8/1/2015,"Kijitonyama, Dar es Salaam, Tanzania",-6.7776451,39.234951,ChIJ3X6Pjh9MXBgR4rLej3Lrlbk,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/9/2016 9:45,10/24/2016
ab53fbbf-fec5-4565-a044-4c54107b3521,fe8d936f-e9cf-47c2-a256-2b7d3d37611e,event,BUNI INNOVATION HUB DAR ES SALAAM TANZANIA,7/1/2016,7/1/2016,"Sayansi Bulding, COSTECH, Dar es Salaam 4302, Tanzania",-6.7746191,39.2412605,ChIJlfF9ySZMXBgRcjo29HvtSKA,,,,,Tanzania,,Kinondoni,,,,,Dar es Salaam,,,,,,4302,,,,,,,,,,,,,,,8/9/2016 9:45,10/24/2016
ab53fbbf-fec5-4565-a044-4c54107b3521,42745992-73de-492c-844a-9546daefadf8,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/9/2016 9:45,10/24/2016
ab53fbbf-fec5-4565-a044-4c54107b3521,02636252-70ae-4362-bcc2-bc02873b7a6e,event,BUNI INNOVATION HUB DAR ES SALAAM TANZANIA,4/1/2015,4/1/2015,"Sayansi Bulding, COSTECH, Dar es Salaam 4302, Tanzania",-6.7746191,39.2412605,ChIJlfF9ySZMXBgRcjo29HvtSKA,,,,,Tanzania,,Kinondoni,,,,,Dar es Salaam,,,,,,4302,,,,,,,,,,,,,,,8/9/2016 9:45,10/24/2016
abd03a80-382d-41e8-ae81-01c8e0294f50,c5bcc579-ebcd-4ff9-8b15-9fbf3019e683,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/17/2016 17:21,10/24/2016
ac90cd3f-b14d-4809-b5bf-128e906868d5,a9bb008c-1767-4e21-93e7-2b3d629bc1a5,organization,BUNJU DAR ES SALAAM TANZANIA,1/1/2015,,"Bunju, Dar es Salaam, Tanzania",-6.6900783,39.0919075,ChIJh06lzFz2XBgRmWIgkDlAYjU,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/19/2016 11:40,10/24/2016
ac90cd3f-b14d-4809-b5bf-128e906868d5,c167dd8f-25f5-4bc4-ab67-58a277fb3d9e,organization,BUNJU DSM TANZANIA,1/1/2013,,"Bunju, Dar es Salaam, Tanzania",-6.6900783,39.0919075,ChIJh06lzFz2XBgRmWIgkDlAYjU,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/19/2016 11:40,10/24/2016
ad39c7f1-1d6d-4510-ae31-6fa4ab638f1b,f4908aa9-54d5-4de5-9f5e-c55f310dcd23,person,"JOUNIEH, MOUNT LEBANON, LEBANON",,,"Jounieh, Lebanon",33.9877014,35.6389236,ChIJuX5_JcRAHxURhKnn8u3UIgY,,,,,Lebanon,Mount Lebanon,Kesrouane,Haret Sakher,,,,Jounieh,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
ae3e696f-31f0-4899-b437-582b128615ff,cc2a629e-021c-4a4c-a4c7-6e038951c3ab,person,"LONDON, UNITED KINGDOM",,,"London, UK",51.5073509,-0.1277583,ChIJdd4hrwug2EcRmSrV3Vo6llI,,,,,United Kingdom,England,Greater London,,,,,London,,,,,,,,,,,,,,,London,,,,,,6/15/2016 10:05,10/24/2016
af4caf18-9104-45ed-bb9a-26fd46a996b7,1e8858c0-d367-46f1-862d-628f1022a17f,organization,SAMORA AVENUE DAR ES SALAAM TANZANIA,1/1/2013,,"Samora Ave, Dar es Salaam, Tanzania",-6.8189764,39.2867241,ChIJbcOnoQVLXBgR_YcvNshIlIc,,Samora Avenue,,,Tanzania,,Ilala,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,9/1/2016 6:31,10/24/2016
af4caf18-9104-45ed-bb9a-26fd46a996b7,d183ed95-6adc-4b2e-b518-69e3055d27f1,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,9/1/2016 6:31,10/24/2016
af5c20d4-a0d6-4956-a83b-2ef03a8b97db,1e45e104-c24c-479b-a637-7dbc33e8aa31,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/16/2016 13:13,10/24/2016
af8fa1ec-78cc-4a89-85ae-c4f4a4bd7940,287bf89d-4331-4bfb-b9cb-bd91b366bd95,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/27/2016 11:23,10/24/2016
aff17f10-e9da-449c-a661-fdb2d3029b28,3883f3ad-f872-4392-be54-51b716ab1a31,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/14/2016 5:18,10/24/2016
aff17f10-e9da-449c-a661-fdb2d3029b28,d67d3351-ba31-4346-8d3f-4beb29083d8c,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/14/2016 5:18,10/24/2016
b02f68f1-3dce-4590-ab01-a472ba6d6b14,c787a520-6a68-4e11-afcf-87de48a6693c,location,LE GABRIEL HOTEL NASRA BEIRUT LEBANON,,,"Nasra, Lebanon",33.8866539,35.5144539,ChIJiwGmegIXHxURqtBmVIxKV5E,,,,,Lebanon,Beirut,Beirut,Nasra,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2016 13:48,10/24/2016
