userid,nodeid,group,label,date_start,date_end,formatted,latitude,longitude,placeid,street_address,route,intersection,political,country,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,administrative_area_level_5,colloquial_area,locality,ward,sublocality,neighborhood,premise,subpremise,postal_code,natural_feature,airport,park,point_of_interest,floor,establishment,parking,post_box,postal_town,room,street_number,bus_station,train_station,transit_station,last_updated,last_retrieved
3e264f59-f5a0-4adb-8fea-e03ff2ca0091,f26c90e0-643b-4a45-b8da-bca7bc56dc03,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,6/1/2016 10:55,10/24/2016
3f5f4483-47a8-44b9-992a-3d47ee01bc1c,68734a9b-ed8e-4bed-bee1-9612c38bc15f,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/10/2016 13:28,10/24/2016
3f5f4483-47a8-44b9-992a-3d47ee01bc1c,8bc50fc2-d591-41b7-bdce-eb7070297c59,organization,DAR ES SALAAM TANZANIA,1/1/2003,12/1/2003,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/10/2016 13:28,10/24/2016
3fbdb0d2-995f-46e1-82b0-44003fbb9434,42927629-6ee0-45e1-9875-e35bc52b6977,person,"QUITO, PICHINCHA, ECUADOR",,,"Quito, Ecuador",-0.1806532,-78.4678345,ChIJn3xCAkCa1ZERclXvWOGRuUQ,,,,,Ecuador,Pichincha,Distrito Metropolitano de Quito,,,,,Quito,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
3fe6a21a-c23d-4723-b4f6-44a06a78959f,1fb2e6bb-a8f2-4722-b1ce-bea083557308,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/26/2016 11:15,10/24/2016
408d8ffe-7972-4f61-8f53-89abfadb3719,6299872c-7cc0-4b4f-9a47-2f67b4c6ba2b,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/26/2016 8:48,10/24/2016
40fac33e-b5bc-4feb-a7c3-8e0fb27f7388,0d5ec310-a146-422e-82af-c138b33eb449,organization,ARUSHA TANZANIA,4/1/2014,,"Arusha, Tanzania",-3.3869255,36.682991,ChIJg3M48ogcNxgRUnFJ7PcHGbw,,,,,Tanzania,Arusha,Arusha,,,,,Arusha,,,,,,,,,,,,,,,,,,,,,7/27/2016 8:37,10/24/2016
40fac33e-b5bc-4feb-a7c3-8e0fb27f7388,e2f011e5-397f-4477-b4fa-0fa9a48242e5,person,"ARUSHA, TANZANIA",,,"Arusha, Tanzania",-3.3869255,36.682991,ChIJg3M48ogcNxgRUnFJ7PcHGbw,,,,,Tanzania,Arusha,Arusha,,,,,Arusha,,,,,,,,,,,,,,,,,,,,,7/27/2016 8:37,10/24/2016
417045da-232a-4fd9-ae37-aa9023cef832,9294f066-4c44-44dd-b9f0-b5e0221f753f,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
417045da-232a-4fd9-ae37-aa9023cef832,01e54758-1cb3-458f-93cf-5ea854ee4bf9,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
417045da-232a-4fd9-ae37-aa9023cef832,a146b8ff-89b3-4a2a-94ef-5a22e008c6ae,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
434b0a4f-3fb1-43d2-8b4d-ac2ebf47de9d,5b839850-15c3-48a2-bafa-adf77fbd415e,event,DAR ES SALAAM TANZANIA,7/1/2016,7/1/2016,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/3/2016 15:11,10/24/2016
434b0a4f-3fb1-43d2-8b4d-ac2ebf47de9d,2bafddf5-ff99-4ef5-aa19-f42339b37d46,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/3/2016 15:11,10/24/2016
434b0a4f-3fb1-43d2-8b4d-ac2ebf47de9d,50ca2c2c-8c91-4ee2-9cfe-4d14c282a272,organization,KIJITONYAMA DAR ES SALAAM TANZANIA,1/1/2016,,"Kijitonyama, Dar es Salaam, Tanzania",-6.7776451,39.234951,ChIJ3X6Pjh9MXBgR4rLej3Lrlbk,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/3/2016 15:11,10/24/2016
45d9c126-e436-404c-943e-fe382bd57c1f,21f5d123-c324-466f-bf4e-eef480cd93f6,event,DAR ES SALAAM TANZANIA,3/1/2016,3/1/2016,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/12/2016 14:01,10/24/2016
45d9c126-e436-404c-943e-fe382bd57c1f,bbfe08f5-de32-4f67-aa2f-31cb18f904f5,organization,MIKOCHENI DAR ES SALAAM TANZANIA,8/1/2016,,"Mikocheni, Dar es Salaam, Tanzania",-6.7637434,39.2453423,ChIJQUx5XjxMXBgRWp9-cF3OKVc,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/12/2016 14:01,10/24/2016
45d9c126-e436-404c-943e-fe382bd57c1f,fbb944b8-0a90-466f-a618-04447230f2b0,event,DAR ES SALAAM TANZANIA,3/1/2016,3/1/2016,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/12/2016 14:01,10/24/2016
45d9c126-e436-404c-943e-fe382bd57c1f,9d538bb2-89f6-4f1e-9eb3-ea1a0e18dbb3,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/12/2016 14:01,10/24/2016
45d9c126-e436-404c-943e-fe382bd57c1f,9abb6b52-8864-4929-803d-036c33530d73,event,NEW YORK NY UNITED STATES,5/1/2016,5/1/2016,"New York, NY, USA",40.7127838,-74.0059433,ChIJOwg_06VPwokRYv534QaPC8g,,,,,United States,New York,,,,,,New York,,,,,,,,,,,,,,,,,,,,,8/12/2016 14:01,10/24/2016
47be4b13-7b05-4957-89da-aaf388cfec91,84a7c2fb-5d01-48a5-b7b1-4fe3bede4ac6,location,LONDON UNITED KINGDOM,,,"London, UK",51.5073509,-0.1277583,ChIJdd4hrwug2EcRmSrV3Vo6llI,,,,,United Kingdom,England,Greater London,,,,,London,,,,,,,,,,,,,,,London,,,,,,6/29/2016 7:31,10/24/2016
47be4b13-7b05-4957-89da-aaf388cfec91,d16a4e79-25b7-4109-a1a4-b5ef09e5dd7e,location,HAMRA BEIRUT LEBANON,,,"Hamra, Bayrut, Lebanon",33.8966179,35.4822998,ChIJ7Tx-PigXHxURsJ7KMMPPC3Q,,,,,Lebanon,Beirut,Beirut,,,,,Bayrut,,,Hamra,,,,,,,,,,,,,,,,,,6/29/2016 7:31,10/24/2016
47be4b13-7b05-4957-89da-aaf388cfec91,009e22ef-331d-4c35-91e2-6d7ffc63f6af,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,6/29/2016 7:31,10/24/2016
488e49d7-30f5-4613-b2e0-edb791ed4771,56f3fdc3-0d84-423a-b2c7-ca2b1d862b16,person,"MBEYA, TANZANIA",,,"Mbeya, Tanzania",-8.9094009,33.4607735,ChIJzZkTcR6gABkRpSMfdT_1EkA,,,,,Tanzania,Mbeya,Rungwe,,,,,Mbeya,,,,,,,,,,,,,,,,,,,,,8/18/2016 18:23,10/24/2016
488e49d7-30f5-4613-b2e0-edb791ed4771,4797ea59-9a05-4269-a1d7-67a3434ed0bf,organization,MWANJELWA MARKET MBEYA TANZANIA,7/1/2015,,"B 345, Mbeya, Tanzania",-8.9100056,33.459198,ChIJN-NpPJWfABkREguUd2NnxzI,,B 345,,,Tanzania,Mbeya,Rungwe,,,,,Mbeya,,,,,,,,,,,,,,,,,,,,,8/18/2016 18:23,10/24/2016
49f89dfe-9d0f-491e-b443-479c63f385f0,2e45ed07-acbf-45df-a174-2f4a3eaaa386,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/11/2016 20:21,10/24/2016
49f89dfe-9d0f-491e-b443-479c63f385f0,485aca70-04eb-42bb-b5ef-f1b62e1dcf9e,location,LONDON UNITED KINGDOM,,,"London, UK",51.5073509,-0.1277583,ChIJdd4hrwug2EcRmSrV3Vo6llI,,,,,United Kingdom,England,Greater London,,,,,London,,,,,,,,,,,,,,,London,,,,,,7/11/2016 20:21,10/24/2016
49f89dfe-9d0f-491e-b443-479c63f385f0,c8d698c0-4aa1-423f-a0a1-276a3be75202,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/11/2016 20:21,10/24/2016
49f89dfe-9d0f-491e-b443-479c63f385f0,d062e322-4bfd-4517-bfca-90ab0056a83b,location,LONDON UNITED KINGDOM,,,"London, UK",51.5073509,-0.1277583,ChIJdd4hrwug2EcRmSrV3Vo6llI,,,,,United Kingdom,England,Greater London,,,,,London,,,,,,,,,,,,,,,London,,,,,,7/11/2016 20:21,10/24/2016
4b5ca0da-6d85-4958-853d-ee3d1171e291,519b3ea1-33f1-47ef-a57e-ed7c5a0345c0,person,"JOUNIEH, MOUNT LEBANON, LEBANON",,,"Jounieh, Lebanon",33.9842682,35.634449,ChIJuX5_JcRAHxURhKnn8u3UIgY,,,,,Lebanon,Jabal Lubnan,Kesrouane,,,,,Jounieh,,,,,,,,,,,,,,,,,,,,,7/15/2016 8:30,10/24/2016
4b7695be-13c0-40d0-85ba-7353e6bca8bd,86fd3f24-8b24-4139-897c-5d9a0af759e4,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/12/2016 13:11,10/24/2016
4b7695be-13c0-40d0-85ba-7353e6bca8bd,db8c88af-044e-4b8c-b43c-40328494f338,organization,KINONDONI DAR ES SALAAM TANZANIA,8/1/2016,,"Kinondoni, Dar es Salaam, Tanzania",-6.7870698,39.2713127,ChIJrexqAm5MXBgRLsq6o3e-f-A,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/12/2016 13:11,10/24/2016
4c7168fd-6943-4be6-baf5-d27d90a9b62a,00ac2432-7d98-43e1-bb1d-22fbf8a7a6cf,location,FORUM DE BEIRUT EXPO JISR BEIRUT LEBANON,,,"Jisr, Lebanon",33.8980865,35.5340004,ChIJp5Sx3kIWHxURhh7-2pXUQd8,,,,,Lebanon,Beirut,Beirut,Jisr,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2016 8:01,10/24/2016
4c7168fd-6943-4be6-baf5-d27d90a9b62a,111d3d98-00e3-4bad-8806-227f96fec6fe,location,FORUM DE BEIRUT EXPO JISR BEIRUT LEBANON,,,"Jisr, Lebanon",33.8980865,35.5340004,ChIJp5Sx3kIWHxURhh7-2pXUQd8,,,,,Lebanon,Beirut,Beirut,Jisr,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2016 8:01,10/24/2016
4c7168fd-6943-4be6-baf5-d27d90a9b62a,3b965ad1-8e67-48de-85d4-fe0ce42af04e,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/30/2016 8:01,10/24/2016
4dc1436c-88e4-45a4-92a8-c4b90cdf30ed,06c1d07e-90bf-4513-8868-d905ce93aa61,location,STARBUCKS BEIRUT LEBANON,,,"Bashir Al Kassar St, Bayrut, Lebanon",33.8856583,35.4841766,ChIJc6yc59IQHxUR6FObaXo3uJI,,Bashir Al Kassar St,,,Lebanon,Beirut,Beirut,,,,,Bayrut,,,Verdun,,,,,,,,,,,,,,,,,,7/8/2016 18:53,10/24/2016
4dc1436c-88e4-45a4-92a8-c4b90cdf30ed,057866f3-f021-4302-8496-0a800db5fa79,person,"JBEIL, MOUNT LEBANON, LEBANON",,,"Byblos, Lebanon",34.1230011,35.6519279,ChIJ99hbq1tbHxURisDpZHxRGYc,,,,,Lebanon,Mount Lebanon,Jbeil,Byblos,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2016 18:53,10/24/2016
4dc1436c-88e4-45a4-92a8-c4b90cdf30ed,b3cb7377-32c1-4d3a-8c4e-4c24000b7b9b,organization,KASLIK MOUNT LEBANON LEBANON,4/1/2008,,"Kaslik, Lebanon",33.9831085,35.6180573,ChIJDZJ6Xo5AHxURPndbMx3Yclo,,,,,Lebanon,Mount Lebanon,Kesrouane,,,,,Kaslik,,,,,,,,,,,,,,,,,,,,,7/8/2016 18:53,10/24/2016
4e51529a-4ba7-444b-a0fb-7b9efe92c83e,db959e77-2a98-4b1e-85bc-1167c82b7268,location,IPF DAR ES SALAAM TANZANIA,,,"Mbezi, Dar es Salaam, Tanzania",-6.7947264,39.1402054,ChIJUyNh6O5FXBgRKAx2nPfMIn0,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/2/2016 10:42,10/24/2016
4e51529a-4ba7-444b-a0fb-7b9efe92c83e,60338ab1-a816-4752-bb24-97b07880207a,location,JULIUS NYERERE INTERNATIONAL CONVENTION CENTRE DAR ES SALAAM TANZANIA,,,"Julius Nyerere International Convention Centre, Dar es Salaam, Tanzania",-6.810833,39.2919426,ChIJk2ui_xJLXBgRfUCJunHbsO8,,,,,Tanzania,,Ilala,,,,,Dar es Salaam,,,,Julius Nyerere International Convention Centre,,,,,,,,,,,,,,,,,8/2/2016 10:42,10/24/2016
4ec687f9-536e-433a-a85f-861464142d01,5125adb3-f4f3-4f2a-b5f0-2aa4deea8f44,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/26/2016 11:46,10/24/2016
4f9e1c76-7991-4790-ae13-a51aae5eb203,5c2b8fe3-c0c5-4509-b708-293da669655e,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8937912,35.5017776,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,,,,,Beirut,,,,,,,,,,,,,,,,,,,,,7/4/2016 13:27,10/24/2016
4feaeaa5-37bd-4ee5-bb0f-2001700e268d,4a1e5da5-65a9-4ed8-ad77-d05fadc29a3c,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,6/14/2016 9:35,10/24/2016
50bb4709-a444-4151-aed0-c7f956b836ec,b40e1118-2f83-4a06-bfa4-1945d4bcb41d,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/31/2016 17:06,10/24/2016
50bb4709-a444-4151-aed0-c7f956b836ec,f55fe567-2148-425c-b570-01948c0486cd,organization,DAR ES SALAAM TANZANIA,1/1/2015,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/31/2016 17:06,10/24/2016
50c42889-40cf-4137-bd6f-bf30aeb3be80,accc833b-11ea-4ba1-b47c-3a69fabb9ff5,person,"ARUSHA, TANZANIA",,,"Arusha, Tanzania",-3.3869255,36.682991,ChIJg3M48ogcNxgRUnFJ7PcHGbw,,,,,Tanzania,Arusha,Arusha,,,,,Arusha,,,,,,,,,,,,,,,,,,,,,8/26/2016 13:16,10/24/2016
50c42889-40cf-4137-bd6f-bf30aeb3be80,7cc250d0-127e-4a42-88f0-9608d494dea4,event,DAR ES SALAAM TANZANIA,8/1/2016,8/1/2016,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/26/2016 13:16,10/24/2016
521fafbd-8146-4b9d-948c-8e737910bb56,79bbdc39-adf8-4388-bddc-e6d0e726d5bf,organization,BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON,8/1/2004,,"East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,ChIJXZ7f7dYXHxURK_gCNYU2f3Q,,,,,Lebanon,Mount Lebanon,,,,,,Beirut,,,,,,Nov-03,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
521fafbd-8146-4b9d-948c-8e737910bb56,593c764b-d7f8-4ff8-8fc0-e2390086d2d9,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
52379965-0fd2-4f2b-9bb7-93bcd1dadc44,8ed1c9e5-31b6-4702-8f66-ff9c62398639,organization,KAWE DAR ES SALAAM TANZANIA,3/1/2016,,"Kawe, Dar es Salaam, Tanzania",-6.7394958,39.2063713,ChIJqYm-4SFOXBgRQcrmk88Vsio,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/26/2016 10:00,10/24/2016
52379965-0fd2-4f2b-9bb7-93bcd1dadc44,3464994d-eb28-4bef-80d0-e594ef39e69f,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/26/2016 10:00,10/24/2016
52beecf1-c986-425d-8dc3-d6ab1deb3190,92187dc8-cbbf-4044-9b51-cb39b21210fd,person,"BEIRUT, LEBANON",,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
56348f8c-055f-4d25-93e6-4e2ee477f037,c4e82696-6085-4b96-b52a-c0a5cd03e35c,organization,KIMARA MWISHO DAR ES SALAAM TANZANIA,7/1/2016,,"A 7, Dar es Salaam, Tanzania",-6.786582,39.1661949,ChIJP80in0JPXBgRNd8QjPQ-9wI,,A 7,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/18/2016 18:55,10/24/2016
56348f8c-055f-4d25-93e6-4e2ee477f037,e1c0e934-67d4-49de-90a6-40db34a6a27f,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/18/2016 18:55,10/24/2016
56552c78-e8a8-4cd9-8bf7-ad4f0afd3e68,9506ef8d-bcd7-4611-8c07-9b3653d716d5,organization,MAGOMENI DAR ES SALAAM TANZANIA,5/1/2011,,"Magomeni, Dar es Salaam, Tanzania",-6.8107872,39.2596283,ChIJw3JyKopLXBgRAqZYgEVS518,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/24/2016 8:35,10/24/2016
56552c78-e8a8-4cd9-8bf7-ad4f0afd3e68,4f14c05c-3b25-452d-b1a1-c7b92b9372cc,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/24/2016 8:35,10/24/2016
56552c78-e8a8-4cd9-8bf7-ad4f0afd3e68,27bafa43-d1af-47b2-96ca-0b41c522bd89,event,DAR ES SALAAM TANZANIA,9/1/2015,9/1/2015,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/24/2016 8:35,10/24/2016
56ae61ab-c709-4c01-b754-55e9d3ce7ffc,311c1b5c-eecf-432e-a65a-8aa9ecf5c096,person,"BRIH, MOUNT LEBANON, LEBANON",,,"Brih, Lebanon",33.7162743,35.6584587,ChIJ8Q93IawmHxURJgQHz19ym9w,,,,,Lebanon,Jabal Lubnan,Chouf,,,,,Brih,,,,,,,,,,,,,,,,,,,,,7/4/2016 12:51,10/24/2016
57148bfd-f472-48cc-8d71-89ccad2306b8,1695fe47-a48a-4dac-b56c-a34fe723e55e,event,POSTA BUS STAND AZIKIWE STREET DAR ES SALAAM TANZANIA,3/1/2016,3/1/2016,"Azikiwe St, Dar es Salaam, Tanzania",-6.8147802,39.2880516,ChIJzeYsRw5LXBgRBuQt6fsV07o,,Azikiwe Street,,,Tanzania,Dar es Salaam,Ilala,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/26/2016 17:04,10/24/2016
57148bfd-f472-48cc-8d71-89ccad2306b8,d4496e8c-9d36-4e2a-9fb9-c89cf40c8140,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,8/26/2016 17:04,10/24/2016
57e2a843-933a-4866-b935-05e02c546061,846b1bcb-ca45-4b27-b159-473182ef6c34,event,MOUNT MERU HOTEL KANISA ROAD ARUSHA TANZANIA,2/1/2016,2/1/2016,"Kanisa Rd, Arusha, Tanzania",-3.3658547,36.7033691,ChIJu9LMq3kbNxgRo0cGsG0llWE,,Kanisa Road,,,Tanzania,Arusha,Arusha,,,,,Arusha,,,,,,,,,,,,,,,,,,,,,7/22/2016 10:15,10/24/2016
57e2a843-933a-4866-b935-05e02c546061,a1c06568-8cdd-4395-9b7d-333c2800e124,organization,KIMARA DAR ES SALAAM TANZANIA,11/1/2015,,"Kimara, Dar es Salaam, Tanzania",-6.8065581,39.1803741,ChIJX5MpY-o3XBgRDfJRbEiRA3k,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/22/2016 10:15,10/24/2016
57e2a843-933a-4866-b935-05e02c546061,af9e5cf4-f92a-4553-843f-83a95bd99ba5,person,"DAR ES SALAAM, TANZANIA",,,"Dar es Salaam, Tanzania",-6.7923541,39.2083282,ChIJ8dabFq5LXBgR3aGGoCZrD5Q,,,,,Tanzania,Dar es Salaam,Kinondoni,,,,,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,7/22/2016 10:15,10/24/2016
58a0a345-99b8-43b2-b421-1d827646c789,0be39a39-7505-4929-a1ca-cb74484eb3b0,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
58a0a345-99b8-43b2-b421-1d827646c789,65e4918d-3583-412d-a0b1-08ee0db1a3d3,person,"SAN FRANCISCO, CA, UNITED STATES",,,"San Francisco, CA, USA",37.774929,-100,ChIJIQBpAG2ahYAR_6128GcTUEo,,,,,United States,California,San Francisco County,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
58a0a345-99b8-43b2-b421-1d827646c789,03ae17eb-dbda-41b0-be32-85e7abdebe21,location,BEIRUT LEBANON,,,"Beirut, Lebanon",33.8886299,35.4954796,ChIJj6eAWCEXHxURtDaY6bqCkXI,,,,,Lebanon,Beirut,Beirut,Msaytbeh,,,,Beirut,,,,,,,,,,,,,,,,,,,,,5/24/2016 18:06,10/24/2016
